Stadsdel ◄,Lägenhet,Bos.t. ◄,m2 ◄,Sk.fr. pris € ◄,€/m2 ◄,Br ◄,Vån ◄,Hiss ◄,Skick ◄,Tomt ◄,Energik. ◄
Runosmäki,"2h, k, p",kt,"56,00",60000,1071,1975,6/6,ja,nöjaktig,egen,E
Länsikeskus,"2 h,kt",kt,"47,00",179258,3814,2019,4/5,ja,bra,hyrd,C2013
Luolavuori,"2h, k, parveke",kt,"52,50",114000,2171,1967,5/8,ja,nöjaktig,egen,D2013
Pohjola,"2 h, k, kph, vh, p",kt,"57,00",188500,3307,1957,7/7,ja,bra,egen,F2013
Martti,2h+k+s,kt,"54,00",197000,3648,1948,5/7,ja,bra,egen,G2013
Läntinen keskusta,2h+k+kph/wc,kt,"44,50",140000,3146,1962,7/8,ja,nöjaktig,egen,D
Läntinen keskusta,2h+k+wc/kph,kt,"47,00",245850,5231,1961,8/8,ja,bra,egen,D
Kakolanmäki,"2 h, k",kt,"36,50",169167,4635,2020,5/6,nej,bra,hyrd,B2018
Kakolanmäki,"2 h, k, s",kt,"47,50",195207,4110,2020,5/6,ja,bra,hyrd,B2018
Ruohonpää,"2 h, kt, vh",kt,"48,50",176200,3633,2019,4/6,ja,bra,hyrd,C2018
Länsikeskus,"2 h,kt",kt,"49,00",185028,3776,2019,3/5,ja,bra,hyrd,C2013
Petrelius,2h+k+p,kt,"61,00",131000,2148,1972,6/8,nej,nöjaktig,egen,
Keskusta,2h+k+kph,kt,"73,00",180000,2466,1925,3/5,nej,nöjaktig,egen,
Port arthur,2h+k,kt,"52,00",150000,2885,1958,4/8,ja,bra,egen,F2013
Pansio,2h+k,kt,"53,00",61125,1153,1948,1/4,nej,dålig,egen,
Keskusta,"2h, kk, p",kt,"38,00",131100,3450,1961,5/6,ja,,egen,D2007
Majakkaranta,"2 h,k,s,vh,lasit.p",kt,"52,00",159000,3058,1993,5/8,ja,bra,egen,F2013
Itäinen keskusta,"2h, k",kt,"54,00",170500,3157,1967,4/7,ja,nöjaktig,egen,G
Luolavuori,"2h, k",kt,"49,00",139000,2837,1961,1/4,nej,bra,egen,G2013
Itäinen keskusta,2h+k+kph+p,kt,"54,00",171500,3176,1959,5/8,ja,bra,egen,F2013
Härkämäki,"2h,k,kh,lasit.p...",kt,"65,00",67489,1038,1984,6/8,nej,nöjaktig,egen,
Majakkaranta,"2-3 h, k, s, p",kt,"75,00",306000,4080,2001,13/16,ja,nöjaktig,egen,C2007
Nummi,2h+kk+kh,kt,"53,00",136500,2575,1958,8/10,nej,bra,egen,
Kakolanmäki,"2 h,k,parveke",kt,"46,50",198000,4258,2017,3/6,ja,bra,egen,C2013
Lauste,"2h, k",kt,"57,00",46000,807,1973,1/4,nej,nöjaktig,hyrd,D
Martti,"2 h,k,kph,parv",kt,"57,00",210283,3689,1953,4/7,ja,,egen,D2007
Keskusta,2h+k+kph+wc+vh+s,kt,"61,00",187500,3074,1953,3/7,ja,nöjaktig,egen,F2013
Martti,"2 h, k, kpk, p.",kt,"60,00",174000,2900,1958,5/6,nej,dålig,egen,
lpoinen,"2h,k,kph,p",kt,"60,00",92000,1533,1973,4/9,ja,nöjaktig,egen,F2013
Petrelius,"2h, k, parveke",kt,"60,00",129000,2150,1974,2/8,ja,bra,egen,D
Kakola,"2h, kt, s",kt,"47,50",213076,4486,2020,6/6,ja,bra,hyrd,
Luolavuori,"2h, k",kt,"51,00",145000,2843,1959,2/6,ja,bra,egen,D
Itäharju,"2h,k,kph,erill....",kt,"57,00",82000,1439,1969,4/8,ja,nöjaktig,egen,E2018
Runosmäki,2h+k,kt,"60,50",83000,1372,1979,2/6,nej,bra,egen,
Keskusta,3h+k+s+vh+p,kt,"72,00",219000,3042,1983,3/5,ja,nöjaktig,egen,D2007
Satama,"3 h,k,s,khh,eri...",kt,"104,00",493000,4740,2020,7/7,ja,,egen,A2018
Nummi,"3h, k, kph, p",kt,"95,50",230000,2408,1951,2/4,nej,bra,egen,F2007
Ilpoinen,"3h, k, kh, wc, p",kt,"67,00",112000,1672,1971,5/8,ja,bra,egen,E2013
Runosmäki,"3 h, k, kph, wc...",kt,"79,00",99000,1253,1972,6/7,ja,bra,egen,D2007
Itäharju,3h+k+kph/wc+s+v...,kt,"69,00",220000,3188,2012,1/3,ja,bra,egen,B2013
Itäinen keskusta,"3 h, k, s",kt,"83,50",294000,3521,1999,5/8,ja,bra,egen,F2013
Uittamo,3 h+k+wc+kph+kh...,kt,"82,00",153000,1866,1974,3/7,nej,bra,egen,C2007
Martti,"3h, kk, kh",kt,"60,00",182000,3033,1939,3/5,ja,bra,hyrd,D2013
Keskusta,"3 h, k, kph, s, p.",kt,"80,50",230000,2857,1936,5/6,ja,bra,egen,C2007
Martti,"3h, k",kt,"66,00",217500,3295,1953,1/7,ja,bra,egen,C
Luolavuori,"3h, k, p",kt,"63,00",147000,2333,1961,5/8,ja,bra,egen,G2007
Suikkila,"3h,k,kph,vh,p",kt,"66,00",130000,1970,1968,3/8,ja,bra,egen,F2013
Kastu,3h+k,kt,"77,50",144000,1858,1970,1/3,nej,nöjaktig,egen,F2013
Port arthur,3 h+k,kt,"75,00",230000,3067,1958,6/8,ja,,egen,F2013
Ilpoinen,"3h,avokeitti...",kt,"76,50",146500,1915,1975,4/8,ja,bra,egen,
Ilpoinen,3h + k,kt,"76,50",132500,1732,1974,7/9,ja,bra,egen,F
Keskusta,"3h, k, kh, p",kt,"74,00",228000,3081,1958,6/7,ja,bra,egen,E2018
Varissuo,"3h, k",kt,"76,50",77000,1007,1976,9/9,ja,bra,egen,F
Uittamo,3h+k+s,kt,"80,00",144000,1800,1978,7/7,ja,bra,egen,D2007
Ilpoinen,"3 h, k, kph, p",kt,"73,00",100000,1370,1971,1/3,nej,bra,egen,D2018
Martti,3h+k+kph+parveke,kt,"65,50",232000,3542,1964,6/7,ja,bra,egen,E2013
Perno,3h+k+s,kt,"79,00",104000,1316,1984,2/3,nej,bra,egen,F2013
Härkämäki,"3h, k, las.p",kt,"79,50",87000,1094,1977,3/3,nej,nöjaktig,egen,C2007
Vasaramäki,"3h, k, kh, p",kt,"62,00",110000,1774,1961,2/4,nej,nöjaktig,hyrd,F2007
Satama,"3 h,k,s,khh,eri...",kt,"117,00",528000,4513,2020,6/6,ja,,egen,A2018
Varissuo,"3h,k,kph,sauna,...",kt,"77,00",88000,1143,1980,2/3,nej,bra,egen,E2013
Kakola,"3h, kt, kph, s,...",kt,"66,00",320000,4848,2018,1/2,ja,bra,hyrd,C2018
Keskusta,3h+k+kph+parveke,kt,"67,00",153000,2284,1960,4/9,ja,dålig,egen,D2018
Luolavuori,"3h, k, parveke",kt,"76,50",160000,2092,1974,4/8,ja,bra,egen,D
Lauste,3h+k+kph+wc+vh+...,kt,"75,00",65000,867,1969,7/7,ja,nöjaktig,hyrd,F2013
Varissuo,3h+k+s,kt,"76,50",74000,967,1980,2/6,ja,nöjaktig,egen,E2013
Suikkila,"3h,k, kh,wc, la...",kt,"80,00",156237,1953,1974,3/6,ja,bra,egen,G2013
Lauste,"3h,k,kph,lasite...",kt,"72,50",59000,814,1980,4/4,nej,nöjaktig,egen,F2013
Keskusta länsi,"3h, k, s, p",kt,"84,00",250000,2976,1989,3/6,ja,nöjaktig,egen,A2013
Jäkärlä,"3 h,k,kph,erill...",kt,"76,00",77000,1013,1981,1/1,nej,bra,egen,F2013
Majakkaranta,"3h,k,s,",kt,"79,00",240000,3038,2000,1/7,ja,bra,egen,F2013
Kärsämäki,3-4h+k+kph+p,kt,"73,50",145000,1973,1956,2/3,nej,bra,egen,F2013
Itäinen keskusta,"3h, k, p",kt,"59,00",202000,3424,1961,6/6,ja,nöjaktig,egen,D
Luolavuori,"3h,k,kh",kt,"68,00",152000,2235,1961,3/4,nej,bra,egen,G2013
Harittu,"3h,k,s",kt,"69,50",160000,2302,1988,5/5,ja,bra,egen,C2013
Kaerla,"3h,kk",kt,"71,00",132100,1861,1964,6/6,ja,nöjaktig,egen,D2013
Keskusta,3h+k+s,kt,"105,50",318000,3014,1991,5/5,ja,bra,egen,B2007
Koivula,"3h, ak",kt,"62,50",134000,2144,1985,3/6,ja,bra,egen,F
Satama,"3 h,k,s,erill. ...",kt,"81,00",366000,4519,2020,4/6,ja,,egen,A2018
Ispoinen,3h+k,kt,"67,00",112484,1679,1966,4/5,ja,bra,egen,F2013
Luolavuori,3h+k+p,kt,"75,00",139500,1860,1980,3/6,ja,nöjaktig,egen,C2013
Mälikkälä,"3h, kt, s",kt,"71,50",265961,3720,2018,3/4,ja,bra,egen,C
Halinen,3 h+k+s,kt,"92,00",129000,1402,1990,1/3,nej,bra,egen,F2013
Varissuo,3h+k,kt,"76,50",69000,902,1980,5/7,ja,nöjaktig,egen,E2013
Nättinummi,"3h,avok.,kph,s,...",kt,"76,50",123000,1608,1977,7/9,ja,bra,egen,B2013
Satama,"3 h,k,vh,s",kt,"61,00",253000,4148,2019,2/6,ja,,egen,B2013
Iso-heikkilä,"3 h, k, p",kt,"69,00",153000,2217,1959,2/7,ja,nöjaktig,egen,G2013
Keskusta,2-3h+k+vh+lasit...,kt,"69,00",190000,2754,1957,2/12,ja,bra,egen,F2013
Martti,"2 h, k, kph, p.",kt,"69,00",235000,3406,1953,7/7,ja,nöjaktig,egen,E2013
Luolavuori,"3h, kk",kt,"68,00",145900,2146,1961,1/4,nej,nöjaktig,egen,G2013
Uittamo,3h+k,kt,"71,00",158000,2225,1968,5/6,ja,nöjaktig,egen,D2007
Perno,"3h,k,kph,s,las.p",kt,"79,00",86000,1089,1983,2/3,nej,nöjaktig,egen,F2013
Itäinen keskusta,"3h,k,kph,p",kt,"87,00",293011,3368,1958,4/7,ja,nöjaktig,egen,G2013
Kakolanmäki,"3 h,kt,s",kt,"74,00",317000,4284,2020,4/6,ja,,hyrd,B2018
Keskusta,"3h,k,p",kt,"74,00",205000,2770,1950,2/7,ja,nöjaktig,egen,E2013
Hannunniittu,3h+k,kt,"75,50",123000,1629,1972,2/6,ja,nöjaktig,egen,E2013
Perno,"3h,k,s,kph,p",kt,"79,00",91000,1152,1983,1/3,nej,bra,egen,F2013
Satama,"3 h,k,2xvh,s",kt,"101,00",474360,4697,2019,6/6,ja,,egen,B2013
Portsa,"3 h, k",kt,"68,00",228500,3360,1958,7/8,ja,bra,egen,F
Länsiranta,"2-3 h,kt,s,parv",kt,"73,00",379600,5200,2019,3/6,ja,,egen,C2018
Nummi,"3 h, k, kph, p.",kt,"75,00",109809,1464,1971,2/3,nej,nöjaktig,egen,F2013
Itäinen keskusta,3h+k+vh+kph+p,kt,"63,00",234000,3714,1967,9/9,ja,bra,egen,D2013
Keskusta / linnanfältti,"2-3 h,kt,s",kt,"62,00",297417,4797,2019,4/5,ja,,egen,C2013
Satama,"3 h,k,s,parveke",kt,"69,00",305000,4420,2020,3/6,ja,,egen,A2018
Satama,"3 h,k,s,parveke",kt,"69,00",309000,4478,2020,4/6,ja,,egen,A2018
Satama,"3 h,k,s,parveke",kt,"69,00",313000,4536,2020,5/6,ja,,egen,A2018
Kärsämäki,"3h, k, saunaosasto",kt,"105,00",130000,1238,1952,1/2,nej,bra,hyrd,D2013
Lauste,"3h,k,ph,wc,p",kt,"77,00",65000,844,1976,4/4,nej,bra,egen,F2013
Itäinen keskusta,"3 h,pk.kph,parv",kt,"52,00",176000,3385,1966,2/7,ja,,egen,E2013
Keskusta,"3 h,k,avok.,kph...",kt,"53,00",161500,3047,1961,2/6,ja,,hyrd,D2007
Runosmäki,3 h+k,kt,"79,00",85000,1076,1976,1/6,ja,nöjaktig,egen,C2007
Itäinen keskusta,"2-3 h, avok, ph...",kt,"95,00",360000,3789,1962,7/7,ja,bra,egen,F2013
Satama,"3 h,k,s",kt,"55,00",259600,4720,2019,6/7,ja,,egen,B2013
Ruohonpää,3h+KT+S,kt,"60,00",219100,3652,2019,4/6,nej,bra,hyrd,
Ruohonpää,3h+KT+S,kt,"60,00",214800,3580,2019,3/6,nej,bra,hyrd,
Ruohonpää,3h+KT+S,kt,"60,00",223400,3723,2019,5/6,nej,bra,hyrd,
Varissuo,"3h, k, kph,p",kt,"78,00",69000,885,1977,3/3,ja,bra,egen,F2013
Uittamo,"3 h,k,sauna",kt,"79,00",144000,1823,1986,1/7,ja,nöjaktig,egen,B2007
Nättinummi,"2-3 h, k, kph, p",kt,"75,00",137000,1827,1971,4/8,ja,bra,egen,E2013
Itäinen keskusta,3h+k+vh+kph+p,kt,"63,00",234000,3714,1967,9/9,ja,bra,egen,D2013
Lauste,"3 h,k,kph,parv",kt,"72,00",72000,1000,1980,2/4,nej,,egen,F2013
Kakolanmäki,"3 h,kt,s",kt,"74,00",329900,4458,2020,5/6,ja,,hyrd,B2018
Runosmäki,"3h,k,s,kph,lp",kt,"80,00",103252,1291,1973,2/3,nej,nöjaktig,egen,E2018
Westpark,4h+k+s,kt,"75,00",244000,3253,2015,1/5,nej,bra,egen,C2013
Lauste,"3 h,k,kph,wc,parv",kt,"76,00",69000,908,1973,1/3,ja,bra,hyrd,F2013
Uittamo,3h+k+s,kt,"78,00",167092,2142,1986,1/7,ja,bra,egen,B2007
Keskusta,5h+k+kph+2xp+ap11,kt,"119,00",367479,3088,1960,8/8,ja,bra,egen,D2007
Keskusta,"3h, k",kt,"62,00",170000,2742,1960,9/9,ja,bra,egen,D2018
Ispoinen,"3 h, k, ph, p",kt,"65,00",100000,1538,1966,3/5,ja,nöjaktig,egen,F2013
Hannunniittu,"3 h, k, ph, p",kt,"66,00",115000,1742,1964,6/6,ja,nöjaktig,egen,G2013
Härkämäki,"3h,k,s,kph,lasi...",kt,"77,00",90000,1169,1984,1/8,ja,bra,egen,B2007
Varissuo,"3h, k",kt,"79,50",70000,881,1977,2/3,nej,bra,egen,F2013
Uittamo,"3h, k, p",kt,"80,00",106000,1325,1976,3/7,ja,nöjaktig,egen,D
Suikkila,"3h, k, kh, wc, p",kt,"80,00",124368,1555,1971,5/5,ja,bra,egen,F2013
Keskusta,"3h,k,kph/s,wc,p...",kt,"65,00",238500,3669,2002,5/7,ja,,egen,F2013
Vasaramäki,"3h, k, kph, p",kt,"65,50",168000,2565,1964,4/4,ja,bra,hyrd,G2013
Keskusta,"3h, k",kt,"69,00",183500,2659,1967,3/11,ja,bra,egen,F
Vienola,3h+k+kph+vh+p,kt,"74,00",74000,1000,1966,2/3,nej,nöjaktig,egen,F2013
Petrelius,3h+k+parv,kt,"76,50",165000,2157,1976,3/8,ja,nöjaktig,egen,D2007
Uittamo,3h+k+kph+wc+vh,kt,"79,50",126500,1591,1970,2/3,nej,nöjaktig,egen,E2013
Varissuo,3h+k+s+p+vh,kt,"76,50",86000,1124,1980,2/6,nej,nöjaktig,egen,E2013
Martti,"3,h,k,kph",kt,"64,00",174000,2719,1947,2/2,nej,bra,hyrd,E2018
Keskusta,"3 h,k,kph,vh,parv",kt,"78,00",215000,2756,1962,2/8,ja,bra,egen,D2007
Iso-heikkilä,"3h,k,kph/wc,parv",kt,"66,00",158000,2394,1958,4/7,ja,,egen,F2013
Keskusta,"3 h, k, kph, p.",kt,"70,00",165000,2357,1969,3/7,ja,nöjaktig,egen,F2013
Keskusta,"3h,k,kph,wc,2p",kt,"95,00",280000,2947,1958,6/8,ja,bra,egen,F2013
Keskusta,"3h, k, kph, p",kt,"63,00",174000,2762,1962,5/7,ja,bra,egen,F
Hannunniittu,"3h,k,kph,p",kt,"70,00",122000,1743,1966,3/7,ja,,egen,F2013
Itäinen keskusta,"3 h,k,kph,lasit...",kt,"70,00",165000,2357,1969,5/6,ja,,egen,D2007
Hannunniittu,"3h, k, p",kt,"77,00",130000,1688,1974,2/6,ja,bra,egen,E
Harittu,"3h, k, s, p",kt,"77,50",130000,1677,1989,5/6,ja,bra,egen,C2007
Telakkaranta,3h+avok+wc+kph/...,kt,"80,50",419000,5205,2015,4/7,ja,bra,egen,C2013
Itäinen keskusta,3h+k,kt,"61,50",199000,3236,1965,5/8,ja,bra,egen,F
Kähäri,"3h,kt,s",kt,"68,00",232500,3419,2015,3/3,ja,bra,egen,
Martti,3 h+k,kt,"80,00",175000,2188,1971,6/7,ja,nöjaktig,egen,E2007
Itäharju,"3 h,k,kph,s,wc,...",kt,"80,00",255000,3188,2013,3/3,ja,bra,egen,C2018
Laukkavuori,3h,kt,"75,00",104000,1387,1971,3/7,ja,nöjaktig,egen,F
Luolavuori,"3h,ikk.kk,vh,kh...",kt,"51,00",142000,2784,1958,7/8,ja,bra,egen,F2013
Perno,"3 h,k,s,lasitet...",kt,"80,00",86000,1075,1979,3/3,nej,bra,egen,F2007
Keskusta,"3h,k,kph,s,parv",kt,"73,00",223000,3055,1958,3/8,ja,,egen,F2013
Itäinen keskusta,"3 h, k, p",kt,"65,50",180000,2748,1964,6/7,ja,nöjaktig,egen,D2007
Itäinen keskusta,"3h,k,kph,p",kt,"57,50",138000,2400,1961,7/7,ja,nöjaktig,egen,D2013
Länsikeskus,3h+k+s,kt,"70,50",230000,3262,2010,3/5,ja,bra,hyrd,D2013
Keskusta,"3h,k,kph,p",kt,"95,00",268000,2821,2001,2/4,ja,,egen,D2018
Ruohonpää,"3h, kt, vh",kt,"60,00",223400,3723,2019,5/6,ja,bra,hyrd,C2018
Ilpoinen,3h+k+kph+wc+p (...,kt,"67,00",113000,1687,1968,,ja,,egen,E2007
Patterinhaka,"3h, kk, p",kt,"56,00",104000,1857,1957,4/7,ja,nöjaktig,egen,F
Laukkavuori,3h+k+kph+wc+vh,kt,"77,00",155000,2013,1974,5/7,ja,bra,egen,F2013
Kupittaa,"3h, k, 2 x lasi...",kt,"74,00",223000,3014,1983,5/9,ja,nöjaktig,egen,C2018
Suikkila,"3 h, k, p",kt,"80,00",65298,816,1972,2/4,nej,nöjaktig,egen,D2007
Suikkila,"3h, k, kph, wc,...",kt,"80,00",65298,816,1972,2/4,nej,dålig,egen,D2013
Ilpoinen,"3h,k,WC,kph,vh,...",kt,"76,00",101000,1329,1975,4/8,ja,nöjaktig,egen,F2013
Kakolanmäki,"3 h,kt,sauna",kt,"63,00",205000,3254,2015,3/4,ja,bra,hyrd,A2013
Kähäri,3h+k,kt,"65,00",125000,1923,1967,2/4,nej,nöjaktig,egen,D2007
Laukkavuori,3h+k+parv,kt,"75,00",95000,1267,1970,4/7,ja,nöjaktig,egen,F2013
Kakolanmäki,"3 h,k,sauna",kt,"63,50",265000,4173,2013,3/4,ja,bra,egen,B2007
Uittamo,3h+k+kph+wc+vh,kt,"80,00",107000,1338,1980,2/3,nej,nöjaktig,egen,B2007
Kakolanmäki,"3 h,kt,sauna",kt,"63,00",211000,3349,2015,4/4,ja,bra,hyrd,B2013
Keskusta,"3 h, k, kph, p",kt,"76,00",210000,2763,1955,5/7,ja,nöjaktig,egen,D2013
Portsa,"3h, k",kt,"76,00",165000,2171,1972,4/6,ja,nöjaktig,egen,F
Suikkila,"3h,k,kph,vh,p",kt,"66,00",129001,1955,1968,1/8,ja,bra,egen,F2013
Herttuankulma,"3h, kt,s",kt,"71,50",254250,3556,2020,3/7,ja,bra,,B2018
Keskusta,3h+k+kph+vh+p,kt,"76,00",232000,3053,1963,1/7,ja,bra,egen,E2007
Härkämäki,"3h, k",kt,"76,50",80000,1046,1980,1/8,ja,bra,egen,B2013
Luolavuori,"3h, k",kt,"51,00",142000,2784,1958,4/8,ja,bra,egen,F2013
Teräsrautela,"3 h, k, s, lasp",kt,"73,00",179000,2452,2003,4/8,ja,bra,egen,C2013
Petrelius,"3 h, k, kph, wc...",kt,"76,50",162000,2118,1974,1/8,ja,bra,egen,D2013
Paltta,"3h,k,kph,wc,vh,s",kt,"78,00",120000,1538,1975,5/5,ja,nöjaktig,egen,E2013
Läntinen keskusta,"3 h, kt, s",kt,"64,50",333202,5166,2019,6/6,ja,bra,egen,C2013
Vasaramäki,"2mh,avok/oh,kph,p",kt,"50,00",140000,2800,1963,2/4,nej,bra,egen,F2013
Runosmäki,"3h,k, wc, kph/w...",kt,"79,00",53000,671,1974,3/3,nej,,egen,E2018
Läntinen keskusta,3h+kt+s,kt,"63,00",322136,5113,2019,6/6,ja,bra,egen,C2013
Pohjola,"2mh,oh,k,kph/s,...",kt,"68,00",230000,3382,2012,2/5,ja,bra,egen,D2007
Varissuo,3h+k,kt,"77,50",59000,761,1976,5/6,nej,nöjaktig,egen,
Itäinen keskusta,"3h, k, s",kt,"77,50",233000,3006,1976,6/8,ja,bra,egen,D
Kakolanmäki,"3 h, k, sauna",kt,"90,00",369950,4111,2013,4/4,ja,bra,egen,B2007
"Raunistula, pohjola",3h+keittiö...,kt,"78,00",244000,3128,2005,3/4,ja,,egen,E2013
Vasaramäki,3h+k+kph+p,kt,"60,00",145000,2417,1965,3/5,ja,nöjaktig,egen,F
Hepokulta,"3h,k,kph, parve...",kt,"77,00",95000,1234,1971,4/4,ja,nöjaktig,egen,F
Luolavuori,3h+k,kt,"74,00",118000,1595,1960,4/4,nej,bra,egen,
Ispoinen,"3h, k, kph, p",kt,"65,00",119000,1831,1966,5/5,ja,nöjaktig,egen,E
Härkämäki,"4h, k, kph, p, ...",kt,"97,00",87000,897,1975,1/3,nej,bra,egen,D2013
Suikkila,4h+k,kt,"87,00",159571,1834,1968,1/8,ja,bra,egen,F2013
Keskusta,"4h,k,p",kt,"87,50",262000,2994,1966,7/9,ja,nöjaktig,egen,G2013
Satama,"4 h,k,khh,s",kt,"110,00",522315,4748,2019,6/7,ja,,egen,B2013
Petrelius,"4-5h,k,kph,wc,s...",kt,"134,00",282000,2104,1969,8/8,ja,bra,egen,F2013
Itäharju,4h+k,kt,"84,00",135267,1610,1969,6/8,ja,bra,egen,E2013
Kastu,4h+k,kt,"80,00",119000,1488,1966,5/8,ja,nöjaktig,egen,D2007
Nummi,"3-4 h, k, kph, ...",kt,"83,00",175000,2108,1966,4/5,ja,nöjaktig,egen,F2013
Härkämäki,"4h, k, s, p",kt,"98,00",100000,1020,1980,9/9,ja,nöjaktig,egen,C
Satama,"4 h,k,s,erill.w...",kt,"131,00",606000,4626,2020,7/7,ja,,egen,A2018
Suikkila,4h+k+s,kt,"99,00",145000,1465,1978,2/6,ja,nöjaktig,egen,D
Runosmäki,4h+k+las. p,kt,"95,00",126000,1326,1973,3/6,ja,bra,egen,D2007
Petrelius,4h+k+wc+kph/wc+...,kt,"120,00",276000,2300,1969,7/8,ja,,egen,F2013
Keskusta,"5h, k",kt,"168,00",401000,2387,1906,2/3,nej,nöjaktig,egen,E
Läntinen keskusta,4h+k+kph+parveke,kt,"98,00",211000,2153,1957,2/9,ja,nöjaktig,egen,D2007
Itäinen keskusta,"4h,k,vh,kph,wc,p",kt,"84,00",230000,2738,1972,5/7,ja,nöjaktig,egen,D2013
Ilpoinen,"4h,k,kph,wc,s",kt,"91,00",128000,1407,1975,2/8,ja,,egen,F2013
Ilpoinen,4h+k,kt,"86,00",126000,1465,1972,3/7,ja,nöjaktig,egen,F2007
Kakolanmäki,"4 h,k,s,erill.w...",kt,"88,00",390900,4442,2020,3/6,ja,,hyrd,B2018
Keskusta,"4 h,k,wc,ph",kt,"159,00",362000,2277,1928,4/5,ja,bra,egen,D2007
Lauste,4h,kt,"87,50",63000,720,1973,1/4,nej,nöjaktig,hyrd,D
Martti,"4h,k,p",kt,"81,50",226979,2785,1968,5/6,ja,bra,egen,F2013
Kastu,4h+k,kt,"80,00",125000,1563,1966,4/8,ja,nöjaktig,egen,D2007
Keskusta,"4h, k",kt,"84,50",275000,3254,1961,6/8,ja,bra,egen,C2018
Hepokulta,"4h,k,kph,wc,las...",kt,"94,00",127000,1351,1972,1/8,ja,bra,egen,F2013
Lauste,"4h,k,vh,kph,wc,...",kt,"91,00",85000,934,1975,8/8,ja,bra,hyrd,D2018
Turku,3-4h+k+kph+s+wc,kt,"99,00",130000,1313,1984,2/2,nej,nöjaktig,egen,
Lauste,"4h, k, vh ja la...",kt,"90,50",71000,785,1975,1/8,ja,,hyrd,C2007
Runosmäki,"4h, k, kph, las...",kt,"95,00",110000,1158,1972,1/6,ja,bra,egen,D
Petrelius,"5-6 h,k,kph,2xparv",kt,"149,00",239000,1604,1969,8/8,ja,nöjaktig,egen,F2013
Uittamo,"5h,kh,wc,vh,las...",kt,"108,00",142000,1315,1975,6/7,ja,nöjaktig,egen,D2007
Suikkila,"4h, k, s, p",kt,"99,00",150000,1515,1977,2/7,ja,bra,egen,F
Teräsrautela,"4h, k, kph, wc,...",kt,"90,00",180000,2000,1987,2/3,nej,bra,egen,D2013
Lauste,"4h, k, kh, eril...",kt,"87,50",80000,914,1971,2/4,nej,bra,hyrd,F2013
Itäinen keskusta,"4h, k, s",kt,"97,50",235000,2410,1981,5/6,ja,nöjaktig,egen,F2013
Itäinen keskusta,"4 h, k, ph/wc, ...",kt,"120,00",319000,2658,1960,8/8,ja,bra,egen,G2013
Ruohonpää,"4 h, kt, s, vh",kt,"83,50",308900,3699,2019,5/6,ja,,hyrd,C2018
Itäinen keskusta,4h+k+s,kt,"93,00",255000,2742,1991,2/7,ja,nöjaktig,egen,D2007
Raunistula,"4h, k, s",kt,"99,50",248000,2492,2002,2/6,ja,bra,egen,F
Ilpoinen,4h+k+eril. wc+l...,kt,"81,00",96000,1185,1968,5/8,ja,dålig,egen,E2007
Läntinen keskusta,"4h, k",kt,"91,00",192000,2110,1956,1/6,ja,nöjaktig,egen,D
Petrelius,"3mh, oh, k, rt,...",kt,"196,00",380000,1939,1980,8/8,ja,bra,egen,C2007
Suikkila,"4h,k,2wc,kph,la...",kt,"99,00",131708,1330,1974,2/6,ja,nöjaktig,egen,G2013